136.03,198.72,194.99,241.76,201.3,202.46,278.33,351.28,351.28,458.27,565.26,356.14,458.27,555.54,124.69,126.2,137.92,140.5,224.3,221.11,283.05,349.68,288.04,159.17,128.21,142.8,254.65,249.79,259.52,186.57,167.11,171.98,236.98,208.8,257.67,191,0.89233,0.66412,0.64404,0.76874,0.73817,0.68419,0.87514,0.88166,0.68862,0.7825,0.68072,0.62456,0.68884,0.77941,0.83174,0.84054,0.79928,0.66782
202.42,259.99,255.88,313.45,297,264.1,317.56,387.46,383.35,473.81,560.16,387.46,473.81,560.16,194.2,194.2,206.53,206.53,253.28,243,298.51,347.85,306.73,187.49,162.81,158.7,277.95,273.84,277.95,216.27,228.61,236.83,265.61,240.94,277.95,224.49,0.93557,0.70468,0.74377,0.7243,0.71731,0.66559,0.52624,0.83344,0.60709,0.824,0.75419,0.6588,0.80821,0.77518,0.86345,0.87627,0.62875,0.62986
193.42,250.56,254.64,340.35,397.49,246.48,319.94,270.97,401.57,479.12,564.83,385.25,475.04,556.66,181.18,181.18,189.34,177.1,293.72,336.58,354.94,363.11,350.86,318.21,314.13,310.05,354.94,367.19,375.35,314.13,338.62,371.27,305.97,297.8,342.7,338.62,0.95378,0.44257,0.43691,0.63509,0.70008,0.44823,0.092919,0.030375,0.31261,0.57599,0.68195,0.25706,0.27761,0.26193,0.95407,0.12805,0.89682,0.0084599
205.81,257.79,255.71,301.45,268.18,259.87,313.92,388.78,380.46,471.95,559.27,384.62,467.79,555.12,197.49,197.49,205.81,205.81,255.41,251.25,305.31,359.37,355.21,197.19,159.77,159.77,284.52,276.2,276.2,222.14,230.46,234.62,263.73,242.93,280.36,222.14,0.79842,0.73661,0.81095,0.79287,0.76018,0.66226,0.58683,0.69848,0.75569,0.89123,0.70243,0.65057,0.72541,0.75135,0.78706,0.77426,0.63834,0.71797
289.49,303.86,300.27,354.16,415.24,307.46,354.16,404.46,364.94,451.17,555.36,379.31,447.57,530.21,278.71,282.31,267.93,548.17,179.08,247.34,301.24,391.06,329.98,193.45,197.05,211.42,355.13,301.24,333.57,279.68,211.42,250.94,186.27,171.9,232.97,329.98,0.70377,0.59535,0.65432,0.76537,0.81212,0.53637,0.59246,0.85799,0.43415,0.59738,0.66353,0.51422,0.79301,0.73571,0.6716,0.32388,0.78987,0.0088239
360.7,316.07,317.72,354.08,423.5,314.42,354.08,416.89,340.86,459.87,555.73,337.56,443.34,552.42,350.78,357.39,327.64,304.5,165.34,228.14,231.45,324.01,340.53,224.84,314.09,337.23,400.04,373.59,347.15,386.81,363.67,347.15,155.42,158.72,168.64,171.95,0.90043,0.59589,0.70126,0.70609,0.85126,0.49052,0.37051,0.32619,0.56845,0.61904,0.6018,0.31584,0.3994,0.1824,0.87548,0.023613,0.89182,0.0088835
164.2,221.8,221.8,301.54,332.56,221.8,292.68,323.7,354.71,452.18,536.36,354.71,443.32,536.36,155.34,155.34,164.2,168.63,204.31,202.1,261.91,266.34,244.19,142.29,115.7,137.86,244.19,270.77,257.48,164.44,151.15,168.87,213.17,195.45,235.32,173.3,0.95539,0.80054,0.77199,0.5221,0.15329,0.82908,0.84268,0.59499,0.76418,0.75357,0.76965,0.68287,0.85687,0.93174,0.89225,0.87817,0.6228,0.75889
180.35,223.35,220.99,302.26,266.26,225.7,272.54,270.64,399.34,473.61,543.5,396.88,460.32,541.22,169.11,175.46,175.92,269.71,226.26,271.01,287.08,273.58,214.93,254.94,201.57,216.84,276.24,295.87,296.05,246.51,264.33,287.02,230.69,226.32,259.78,204.4,0.82218,0.63359,0.8014,0.93544,0.8736,0.46577,0.12855,0.37321,0.48707,0.6023,0.66747,0.37093,0.41956,0.39981,0.84413,0.059907,0.75432,0.013039
163.96,229.23,229.23,294.5,264.04,229.23,298.85,364.12,385.88,477.26,564.29,385.88,477.26,564.29,155.25,159.61,163.96,172.66,239.95,239.95,296.52,331.33,340.03,183.38,157.27,165.97,279.11,283.46,279.11,213.84,209.49,222.54,253,231.25,266.06,209.49,0.93406,0.81359,0.79254,0.68149,0.7853,0.83464,0.70991,0.90902,0.54529,0.63186,0.74941,0.49792,0.60808,0.86344,0.84678,0.86239,0.60577,0.79399
126.02,181.95,179.52,233.01,198.97,184.38,267.05,330.27,325.4,437.25,524.78,330.27,442.11,524.78,116.3,116.3,121.16,130.89,241.75,239.32,295.24,348.73,304.97,183.39,159.08,163.94,280.65,285.52,295.24,212.57,212.57,212.57,251.47,232.02,266.06,217.43,0.87119,0.80688,0.74289,0.82421,0.7628,0.87087,0.78526,0.79585,0.72584,0.78501,0.77104,0.70588,0.69363,0.86506,0.75568,0.83619,0.50147,0.56834
315.21,292.38,290.62,378.43,441.66,294.14,367.9,417.07,364.38,487.32,557.56,353.85,480.29,483.8,308.19,311.7,287.11,557.56,121.9,195.66,202.68,255.37,286.98,188.63,241.32,272.93,332.64,315.08,294,343.18,388.84,402.89,114.87,114.87,128.92,304.54,0.84665,0.55463,0.71537,0.63056,0.57966,0.3939,0.17569,0.22959,0.43317,0.57118,0.71088,0.24484,0.38554,0.062783,0.85027,0.013307,0.73232,0.011501
118.75,183.06,178.11,227.59,207.8,188.01,262.22,336.42,321.58,440.32,529.37,331.48,440.32,529.37,108.85,113.8,118.75,123.69,241.69,231.8,286.22,345.58,271.37,177.38,147.69,142.75,276.32,281.27,296.11,212.01,202.11,202.11,251.59,231.8,271.37,212.01,0.97046,0.81524,0.74742,0.93456,0.95383,0.88306,0.72156,0.83564,0.72461,0.77419,0.77469,0.69001,0.73773,0.87147,0.79953,0.91983,0.45443,0.85874
160.57,227.89,225.71,295.2,264.8,230.06,299.54,364.68,386.39,477.59,564.44,386.39,477.59,568.78,151.89,156.23,160.57,169.26,239.33,239.33,295.78,330.53,334.87,182.88,161.16,165.51,282.76,282.76,278.41,213.27,213.27,221.96,248.02,226.3,265.39,208.93,0.93186,0.81061,0.78914,0.72121,0.80032,0.83209,0.70347,0.90966,0.54641,0.62111,0.70879,0.50283,0.57721,0.90769,0.83933,0.86983,0.58681,0.81012
