5.119,6.6859,5.6623,8.9701,10.328,10.476,10.666,9.9323,8.1979,14.057,9.6968,10.68,8.347,8.0077,9.1908,9.1908,10.193,12.782,10.993,9.4226,9.1065,9.0386,6.9571,6.6859,7.8914,8.6374,10.01,8.2542,8.9529,3.5116,13.713,19.504,21.281,18.664,18.017,15.704,11.433,8.9529,10.564,9.8388,3.9261,10.238,12.177,14.221,16.923,15.002,15.002,13.555,12.95,12.998,12.415,14.753,14.436,18.73,19.56,19.008,20.745,18.878,16.49,12.177,4.0422,6.7089,10.608,13.881,16.015,16.923,18.331,17.558,14.329,7.8522,11.713,7.7136,8.1979,9.6968,10.476,10.993,9.7126,10.476,11.105,13.521,13.713,14.753,13.612,14.447,13.337,13.925,13.881,15.427,13.01,9.4553,14.753,19.56,20.551,24.392,28.658,33.572,33.91,30.208,27.611,32.194,28.01,28.312,27.884,22.987,28.813,29.516,29.516,34.59,27.427,20.864,21.201,25.595,32.646,33.801,36.346,38.355,32.66,28.92,21.425,21.252,15.002,21.902,21.368,19.646,16.923,16.508,13.01,2.8312,5.119,10.666,18.077,17.923,16.111,11.713,18.188,20.37,19.433,21.106,22.237,24.392,23.72,24.581,25.883,29.138,29.88,33.434,35.116,31.118,29.064,18.951,22.663,31.653,35.764,34.033,35.208,33.485,36.197,39.904,38.44,29.761,30.376,30.33,30.049,31.726,26.072,18.911,18.457,16.657,15.277,17.646,19.818,22.765,21.281,26.663,23.557,22.663,23.72,23.933,26.697,16.188,10.238,15.155,15.317,15.104,11.921,6.4989,1.2415,4.4764,4.4764,10.666,7.218,12.477,14.574,13.418,17.845,19.717,17.646,17.741,12.177,7.7136,9.0386,10.666,15.357,14.013,13.429,11.765,9.4879,10.01,8.1979,9.4879,7.1105,9.4226,6.2077,2.2209,2.8312,5.4965,7.8914,10.781,8.779,9.9323,12.914,9.7126,8.9529,10.01,10.937,10.208,12.564,11.446,12.177,11.87,12.266,13.326,15.002,16.703,18.128,16.996,14.574,12.661,9.9942,6.2077,13.521,14.436,13.429,11.673,11.765,13.521,11.96,7.7136,11.594,3.9261,4.4764,5.0279,4.7439,6.0058,4.9971,2.0019,5.4965,9.4226,12.228,13.521,12.673,12.012,9.4553,11.96,8.779,8.4022,9.1572,9.6968,9.8857,2.2209
6.339,8.4133,8.9647,9.4351,7.9018,9.4351,11.036,14.207,16.586,16.209,17.555,17.964,18.212,18.481,18.681,17.964,17.458,14.551,11.976,9.7254,7.562,5.245,2.994,1.2432,1.2432,2.2923,3.2418,4.7826,5.6698,4.0475,5.245,7.7437,8.358,7.562,7.7437,8.7022,7.9018,7.4798,7.0763,8.265,9.836,11.82,14.24,12.432,15.103,14.498,13.754,12.931,11.407,8.2087,5.5597,4.4823,1.7581,2.4864,3.5162,4.7826,4.7826,4.9727,5.0345,2.8349,2.7798,3.3818,4.0475,2.8349,2.8349,5.0037,6.7636,9.2029,10.49,11.257,12.193,14.032,16.427,17.271,17.826,18.109,16.161,13.731,11.407,10.68,9.1185,7.4798,8.2087,10.694,12.193,13.027,12.678,11.728,10.737,6.6947,32.844,45.711,51.203,54.283,53.817,50.006,49.68,46.132,42.95,38.341,39.348,39.064,41.31,39.863,39.723,34.818,32.915,25.599,23.932,20.928,19.267,15.745,20.053,17.8,20.443,21.796,23.284,26.136,25.025,17.947,19.275,23.601,26.36,21.846,24.221,19.491,16.827,15.266,12.002,13.573,17.903,24.689,29.176,31.656,34.568,39.131,40.475,45.184,46.249,50.286,49.593,49.727,53.687,52.464,50.483,49.941,49.039,49.054,40.601,28.658,24.695,33.474,36.563,39.017,39.383,37.167,36.219,35.464,31.695,31.139,28.62,29.129,27.429,27.077,28.835,28.593,29.298,30.825,26.483,26.136,25.508,20.839,20.638,19.106,19.001,19.585,15.457,15.577,11.448,6.4836,14.174,18.101,18.911,21.017,20.839,17.271,22.197,21.994,23.77,23.965,24.221,22.686,21.683,19.275,18.976,15.901,16.973,16.808,16.53,17.298,15.745,12.206,13.215,11.257,10.965,12.432,12.142,13.91,13.366,9.836,8.3395,8.7022,8.358,6.339,4.7826,2.0046,1.7581,4.2341,3.9313,2.8349,3.9313,4.0475,4.0475,5.0345,5.5874,7.2276,7.2489,7.8034,7.2489,8.9128,10.694,12.193,12.344,13.81,13.944,14.625,15.266,16.037,13.573,8.358,6.7178,9.5166,10.023,8.0183,6.1408,4.0475,2.2923,1.2432,1.7581,3.5599,4.7502,5.6698,7.3126,7.2276,6.2159,4.0475,5.5874,6.7636,8.7906,10.622,10.68,7.7437,9.5166,7.8034,7.2276,4.0475,3.145,2.2923,2.8349,2.2923
12.47,17.324,19.511,20.822,18.479,16.24,18.705,20.574,22.885,22.286,24.212,24.038,24.142,24.193,24.903,22.209,21.454,18.268,16.182,14.338,10.957,8.043,6.0322,4.988,3.9434,5.5768,6.8981,8.9923,9.9292,7.3351,2.494,4.2472,5.4925,6.235,5.6872,4.7973,5.1415,5.05,3.9434,2.7884,0.78868,1.5774,3.5271,4.4961,7.2712,8.234,9.5947,10.054,11.817,13.067,12.345,14.596,13.774,13.774,11.209,10.283,8.234,8.8177,7.3351,5.6872,3.3922,5.05,5.7417,7.5028,8.2905,7.8274,9.0096,9.1466,9.5947,10.522,9.627,10.054,12.013,10.713,10.713,8.729,8.4392,7.2712,3.9434,3.0032,2.2307,3.0032,6.5275,8.3837,10.054,10.054,8.9923,7.4404,5.5207,4.2472,28.578,38.846,45.392,49.746,50.429,48.697,48.135,48.965,49.382,45.696,49.983,49.633,51.346,50.749,51.142,48.213,50.5,45.241,44.282,41.509,36.288,31.11,28.2,23.987,20.566,16.402,17.351,18.994,18.871,15.068,23.088,30.182,30.753,29.928,29.277,28.316,18.705,15.232,13.477,11.605,17.369,24.212,30.032,27.462,29.277,33.284,35.969,37.939,41.572,45.323,46.582,43.377,48.184,46.941,43.302,42.442,43.384,42.771,37.013,26.913,19.254,26.983,31.275,29.746,29.309,29.761,33.073,35.852,32.336,32.06,31.354,28.502,27.973,29.646,31.65,29.021,30.627,32.48,30.187,28.023,25.78,26.217,28.42,24.544,26.937,25.544,21.998,13.987,10.713,4.3556,16.182,20.3,22.097,25.194,25.586,22.865,26.728,26.78,27.615,24.296,24.519,22.37,21.199,18.697,17.107,15.714,16.259,15.783,16.581,17.503,15.232,10.727,11.154,10.611,11.209,10.957,11.292,11.497,9.4969,5.5768,8.4392,9.9761,8.2905,6.7385,4.4961,6.3585,4.4961,5.6046,5.6872,4.0215,2.0107,2.7884,5.5207,6.8073,8.2905,10.828,11.711,13.407,12.971,13.615,13.807,15.222,17.315,17.881,18.705,18.928,17.503,16.878,15.783,9.2312,5.6872,7.2498,7.5028,9.5947,10.238,11.922,15.016,17.025,14.196,14.075,13.126,12.839,11.764,10.727,12.345,11.645,12.013,14.734,16.173,15.969,13.569,12.039,13.303,9.9292,7.7475,6.0064,5.1415,5.1415,4.2472,2.2994
4.757,9.0634,9.8658,9.216,7.9716,7.323,7.2593,6.6811,11.26,9.0634,5.6779,6.7274,8.7147,8.9947,8.6432,2.8389,4.5912,7.5728,7.7548,8.8032,8.1066,7.9716,5.2525,5.1331,4.0149,3.9369,2.4899,2.4899,1.7606,2.9982,2.227,5.4835,5.5116,5.5954,5.9965,4.7894,3.9369,4.2402,2.227,4.4887,6.7043,7.9716,9.9596,11.274,11.745,13.751,12.211,11.135,8.9082,5.9965,4.7894,5.5116,7.2593,10.709,10.753,11.625,11.705,13.385,12.45,8.8032,3.9369,2.9982,5.0417,5.1331,5.2525,5.9184,7.0864,4.4887,7.7548,10.221,10.709,10.037,7.8145,5.0417,3.8973,3.8973,4.5912,2.2956,0,0.55676,2.0074,0.55676,3.565,1.245,2.0074,2.9982,4.4887,3.9369,5.7322,1.5748,21.969,36.399,37.535,40.963,41.998,39.073,40.533,21.778,31.436,29.843,24.73,22.854,22.547,24.712,22.854,26.174,24.831,24.806,24.831,24.256,24.173,24.899,33.229,33.521,31.223,32.526,32.679,35.371,33.107,18.608,5.4835,7.7548,7.323,4.7243,6.2248,5.0417,5.5954,2.7838,2.8389,4.7894,3.5213,4.0149,7.2593,8.8032,8.9255,8.8032,10.037,7.5728,9.1315,7.323,9.4813,7.9716,8.6969,5.5676,7.4904,6.4929,6.5167,5.2819,2.2956,3.9369,28.444,29.144,31.164,30.662,26.521,26.614,25.972,34.899,18.508,21.164,25.079,30.291,32.868,30.378,29.191,29.879,31.988,33.051,32.292,33.994,29.905,32.431,29.639,30.703,30.803,32.369,33.921,31.872,30.748,24.611,5.2819,12.211,8.8032,8.6612,8.2768,7.4904,10.505,6.4929,9.4813,11.478,13.385,12.561,14.699,15.599,14.96,17.474,14.793,12.95,11.798,8.9947,6.7733,6.7274,7.323,12.696,13.455,13.14,15.399,16.45,15.288,4.2402,14.519,16.712,20.787,22.409,24.173,23.318,23.391,22.061,21.39,18.508,19.044,20.174,18.178,14.991,12.696,7.9716,10.81,12.818,15.288,18.365,18.707,18.032,21.274,19.447,18.666,15.718,14.981,11.478,8.0297,3.5213,8.4253,7.0425,5.5954,2.227,2.4899,4.0533,4.7894,11.993,7.7348,14.486,10.505,11.26,9.5302,4.7894,2.4899,3.3866,5.0417,3.5213,2.2956,6.1496,3.9369,9.333,12.324,8.2768,8.5168,10.637,8.3514,8.6969,6.7043,11.191
2.0073,1.5746,1.5746,1.2449,2.7836,2.8387,3.521,2.8387,2.2954,2.8387,2.4897,2.2269,3.2462,2.998,2.7836,2.998,2.4897,2.8387,3.3864,5.1327,3.9366,1.1134,3.5647,4.7891,6.7038,7.8732,7.4692,7.042,6.7038,3.521,12.817,18.937,22.269,24.458,24.458,23.705,23.803,22.38,19.493,18.236,16.449,17.392,18.125,20.173,19.918,19.549,16.068,12.817,9.7227,11.477,12.707,13.032,13.546,15.073,16.154,16.183,15.124,14.485,12.817,8.9249,2.998,5.2815,5.4831,2.7836,2.7836,4.3481,3.9366,5.0413,3.9366,3.897,5.4831,5.1327,3.9366,2.8387,2.0073,2.4897,3.9366,2.998,2.998,3.9366,3.3864,0.55672,2.0073,1.6702,2.0073,2.0073,2.2954,1.2449,2.4897,1.2449,16.145,22.995,25.88,28.54,29.168,22.297,29.59,28.971,29.637,30.381,30.635,31.146,34.124,33.524,35.038,31.503,30.882,28.393,27.148,26.78,21.417,12.449,16.383,15.287,16.702,16.534,15.398,14.571,14.194,9.4806,22.995,35.144,42.369,49.626,52.915,55.127,56.788,58.522,53.734,53.224,54.096,55.127,55.253,52.756,53.274,52.853,48.613,45.125,41.828,40.146,40.146,40.595,41.65,41.847,40.838,40.732,38.559,38.385,34.865,24.897,8.4247,13.465,14.708,15.825,13.408,8.3508,9.5782,3.2462,1.1134,2.998,6.7038,8.9768,11.477,13.465,11.477,15.687,15.756,11.992,13.044,9.5782,9.2154,8.9249,9.5295,12.449,10.752,12.511,11.797,12.72,14.475,9.6105,8.4797,11.093,12.248,11.355,9.3323,8.106,5.1327,5.0413,4.5908,4.7891,5.2521,4.3481,4.3481,3.2462,3.521,3.521,3.2462,3.521,3.521,3.521,3.7346,5.1327,5.1327,5.7318,7.2374,7.971,9.6105,10.592,11.477,7.9125,3.521,4.4884,4.7239,3.1493,2.4897,2.0073,1.2449,0.78732,0.55672,1.2449,1.7605,2.4897,2.7836,3.9366,4.0146,4.0146,4.7891,4.4884,3.2462,2.8387,2.7836,3.9366,3.9366,5.5112,4.7891,4.7891,4.5908,5.5672,5.595,5.4831,2.7836,5.4831,5.9961,4.053,4.053,6.2243,5.1327,5.918,5.2521,5.5112,6.0218,6.2243,6.7269,6.7269,6.2243,5.4831,5.4831,4.0146,2.7836,1.7605,2.2954,3.897,3.3864,4.053,3.521,4.053,3.9366,2.998,2.4897,1.7605
15.318,20.532,23.489,25.791,27.303,26.38,28.136,28.103,27.954,25.665,25.689,23.914,21.834,20.965,19.989,17.482,16.213,16.03,17.438,18.905,20.266,19.989,21.713,23.41,24.459,25.226,25.501,26.096,24.579,17.151,12.019,15.125,17.079,15.923,15.826,17.755,18.532,18.203,19.446,19.558,20.63,20.787,19.872,19.027,18.674,17.473,16.997,15.757,15.288,15.043,13.408,14.981,16.969,16.933,18.237,16.184,16.749,14.991,11.837,6.5166,14.052,19.133,24.172,26.38,25.159,20.802,18.962,18.582,17.438,16.374,16.553,17.187,17.764,17.322,16.832,15.509,13.466,10.709,6.796,3.9368,0.78736,4.4887,5.4833,8.5166,8.4251,11.478,12.044,13.919,14.991,11.26,32.55,43.387,49.722,52.112,48.396,37.896,39.072,32.966,30.747,29.513,30.747,33.479,35.983,38.055,38.577,35.636,36.602,35.862,36.597,40.532,40.871,39.81,43.856,43.828,45.653,43.715,43.24,42.203,37.215,25.01,22.081,31.847,36.8,36.783,36.479,33.636,33.742,29.529,27.603,26.782,31.103,35.44,37.567,39.592,41.199,40.78,38.059,33.41,30.641,31.813,30.316,31.028,32.961,34.392,35.216,33.576,33.87,33.636,27.371,19.676,9.2158,12.622,16.069,17.151,17.929,14.699,15.943,14.518,13.374,11.149,11.191,11.149,11.745,13.919,13.751,12.598,14.194,13.385,11.26,12.16,8.6967,6.7041,4.7893,5.5675,3.5649,5.5115,3.9368,5.0416,7.2591,5.5115,5.5115,9.1821,12.854,15.359,15.718,15.125,14.194,14.194,12.985,9.5137,9.611,7.8143,6.7731,8.3698,10.637,11.993,13.408,13.454,15.032,14.939,14.173,12.21,14.518,15.318,14.194,13.466,11.81,11.093,9.7391,7.1299,15.826,23.251,25.355,26.096,25.324,23.37,19.518,15.718,10.037,6.2246,3.9368,5.0416,5.5953,5.4833,6.796,9.7232,11.797,12.817,10.593,10.037,8.3698,9.53,13.362,16.069,19.003,17.755,16.749,16.299,13.546,10.221,6.796,10.221,10.401,15.043,15.629,13.773,16.933,19.478,19.326,22.06,24.255,26.683,29.047,28.972,30.923,28.633,27.976,26.874,26.45,28.892,27.687,23.39,25.743,23.204,20.174,17.429,15.589,11.993,10.037,6.7272
21.216,29.674,32.932,38.47,41.364,39.421,40.6,39.261,40.554,34.955,34.726,30.807,29.581,25.139,22.57,20.576,19.613,19.683,20.598,23.841,26.426,26.525,28.935,29.456,29.335,27.703,27.03,27.385,27.447,18.846,7.0113,10.19,12.892,14.38,18.3,19.241,22.172,23.207,20.917,19.597,20.298,19.846,21.589,19.613,20.806,22.854,21.525,21.984,22.447,22.447,21.865,21.984,21.589,21.295,20.516,17.875,14.412,12.27,9.1751,4.0353,19.597,26.339,31.919,33.072,29.099,23.128,21.844,20.516,17.677,19.4,20.085,19.305,17.875,18.633,20.628,17.85,15.331,12.157,6.3199,3.5492,2.2854,7.9362,9.1416,10.662,11.427,13.486,14.132,15.401,16.967,13.857,40.558,54.586,60.783,65.345,62.169,48.477,49.229,41.13,38.442,34.285,32.797,33.304,38.057,38.314,37.838,34.81,34.938,34.101,32.946,33.771,33.975,31.943,40.143,44.072,47.682,47.659,47.672,46.418,43.267,28.247,13.902,20.621,22.005,22.624,22.344,18.425,15.22,16.48,18.3,21.865,26.813,30.441,32.816,32.552,31.395,31.808,28.263,24.351,17.263,16.638,13.486,17.263,21.417,25.503,27.363,27.177,27.587,25.856,21.731,13.349,6.7432,11.901,15.988,15.401,11.224,12.797,15.52,15.461,14.507,15.129,18.157,16.831,15.129,15.687,18.633,17.642,17.263,18.96,18.846,18.756,19.471,18.854,16.302,17.677,15.401,15.959,11.693,13.046,15.371,11.373,7.7004,11.862,14.412,15.53,15.251,14.507,11.044,9.4879,9.2252,6.766,7.7798,8.7641,7.7004,4.3291,3.88,6.1971,13.222,16.16,20.777,24.949,27.16,27.363,31.218,35.008,35.669,33.257,31.164,30.243,28.404,18.854,19.241,24.751,26.819,25.594,26.75,22.088,19.808,14.634,8.9377,7.7004,9.4392,13.532,15.687,18.359,20.381,22.854,24.313,25.533,24.294,24.912,20.836,21.331,23.366,24.789,25.677,22.854,21.165,18.83,17.987,12.664,1.5678,1.2394,0.78388,2.9849,5.6527,5.2292,5.4591,7.2058,8.6049,10.517,12.94,14.581,17.325,18.854,18.854,18.854,20.539,20.539,23.892,25.88,27.615,27.346,29.088,28.393,24.695,23.53,21.567,19.113,15.872,12.207
11.472,17.429,20.657,27.318,30.178,29.54,34.858,34.416,34.956,32.661,34.167,35.631,37.844,39.513,40.809,37.548,38.605,36.798,36.954,38.235,34.375,31.797,34.167,33.057,33.034,29.634,27.873,24.817,21.408,13.923,19.476,27.471,31.87,37.2,40.316,43.079,44.771,44.964,41.631,40.127,39.226,41.318,41.531,38.011,39.004,38.541,37.321,35.891,33.337,32.203,31.606,31.132,29.203,26.855,26.6,24.793,24.447,25.82,24.541,17.92,4.4864,7.4865,9.5738,11.579,10.231,7.2555,10.215,10.689,8.7985,9.7183,13.459,14.848,14.511,16.29,17.885,17.394,18.772,19.212,19.862,20.156,19.572,18.126,20.649,20.256,17.142,17.597,16.842,15.066,12.799,9.1775,8.4209,11.143,10.933,12.847,14.638,18.372,19.212,22.432,24.243,23.058,25.652,24.567,24.992,24.339,24.089,21.212,21.88,19.437,19.862,19.76,16.366,13.912,13.133,14.607,15.351,13.912,14.187,13.471,11.472,8.6387,17.385,22.944,23.378,24.541,26.855,29.791,29.967,30.646,28.872,26.384,23.305,22.091,24.16,21.823,23.145,26.734,28.818,30.504,31.147,32.761,33.393,33.803,33.351,32.242,30.285,26.924,24.109,23.772,20.955,13.355,14.479,18.656,23.405,23.609,21.816,19.674,20.947,24.031,20.947,23.615,26.507,27.946,29.493,29.827,31.028,27.403,27.912,27.634,26.924,26.768,26.319,23.358,27.673,28.489,25.428,24.917,23.615,18.498,14.691,8.7101,10.032,13.402,14.307,16.022,15.501,13.687,16.224,15.749,15.471,15.138,14.187,11.804,10.631,7.8696,5.9933,5.1304,6.1464,4.7545,5.1304,5.2497,4.0127,4.4517,6.8831,6.6776,6.7008,7.8104,7.8104,10.588,10.155,8.9728,3.9348,5.5647,5.5924,7.3192,8.9209,10.032,12.811,14.187,11.472,11.143,11.699,12.811,11.699,12.689,13.459,15.28,16.694,18.117,18.904,21.379,20.597,20.597,21.609,21.674,18.92,16.675,15.71,13.956,12.689,8.4209,7.2341,12.811,14.564,16.051,16.924,18.498,18.772,17.685,15.935,16.224,16.517,18.057,20.836,22.238,23.159,22.238,22.259,20.522,18.168,17.331,16.138,15.351,14.253,13.822,13.585,13.459,12.979,12.616,10.975,7.4242
8.7682,14.029,12.658,12.946,18.309,12.994,12.755,11.16,14.588,12.767,11.646,11.091,12.767,10.043,9.9973,9.4762,7.3986,8.3919,11.229,9.8267,8.9419,11.16,11.311,12.213,11.16,15.408,19.218,23.58,27.196,20.345,11.868,17.918,21.226,23.852,27.733,28.304,30.581,32.723,31.924,27.263,27.196,27.376,30.455,30.074,29.412,29.724,30.746,28.842,26.363,25.255,23.69,25.096,23.69,15.065,8.6624,14.588,19.84,24.782,22.272,17.754,14.651,17.995,23.645,24.077,21.08,24.026,29.113,28.585,26.299,30.156,26.456,21.189,19.218,15.763,14.556,6.6777,15.227,18.367,22.327,23.501,25.564,22.293,24.8,30.626,31.784,30.273,27.105,20.186,14.651,8.609,9.6848,12.213,13.182,12.946,11.419,15.146,19.146,16.72,19.154,16.866,16.149,15.146,14.921,10.767,9.9973,7.2305,10.767,10.653,10.653,10.923,12.767,15.014,14.514,10.71,6.4671,6.4909,7.9979,4.9601,5.1127,1.5685,14.138,14.932,18.459,16.12,15.408,10.522,10.767,9.8267,10.595,8.483,9.9973,11.432,13.538,14.117,11.539,11.764,10.71,11.311,11.146,11.764,14.257,15.014,19.441,28.842,32.836,30.257,26.508,21.656,16.784,11.091,10.667,17.083,13.875,15.227,15.705,14.386,7.2305,12.767,6.6777,7.2092,5.4617,2.7728,4.2233,6.7464,8.4649,7.294,11.419,12.646,13.538,15.685,15.88,17.72,17.624,16.488,10.767,14.651,15.695,17.369,16.12,12.162,9.811,16.376,20.451,25.533,28.113,31.025,36.254,32.011,32.001,27.393,28.585,28.585,29.47,29.113,29.864,19.314,26.9,28.719,27.533,27.376,28.97,28.842,32.723,35.647,35.047,32.845,30.546,27.75,24.707,16.423,8.3919,12.934,11.764,10.522,9.9973,10.315,8.7682,10.937,11.229,10.767,10.463,10.595,9.296,4.5729,6.4671,17.404,7.2092,8.1879,8.7682,9.2296,12.276,10.195,5.5732,2.48,4.2233,1.7536,2.2865,6.2001,5.2316,6.2001,19.098,27.043,30.515,34.279,36.868,35.496,30.626,35.047,28.418,27.733,27.196,27.179,26.618,23.904,24.077,27.6,23.69,24.381,23.56,21.571,22.737,23.159,23.69,23.69,21.117,22.635,20.186,21.08,20.578,15.468
5.5835,13.449,20.921,23.896,23.155,23.42,26.558,21.119,25.563,23.896,25.442,22.88,22.202,28.6,19.643,20.124,23.637,28.573,28.335,30.758,33.749,29.151,34.593,30.068,23.916,26.041,22.369,22.622,20.277,15.113,14.678,22.907,31.634,34.611,34.651,36.355,35.138,38.157,31.78,31.605,30.073,29.779,27.274,16.025,25.448,19.445,18.088,15.093,13.38,11.332,2.0032,14.541,8.3337,16.649,17.437,18.676,18.626,17.286,13.38,10.016,20.193,26.714,18.987,18.468,17.951,18.626,24.427,31.673,28.34,28.46,24.659,24.121,25.581,20.914,23.689,20.965,17.437,15.566,14.165,13.755,13.889,20.564,17.569,21.119,25.001,20.345,20.877,19.117,20.825,16.453,11.72,18.199,21.229,19.437,19.406,21.438,23.44,23.499,27.246,26.207,25.593,23.858,22.84,20.676,19.406,7.4124,6.6901,9.4448,14.197,13.345,16.34,6.7817,16.34,22.499,19.947,14.541,29.082,16.15,8.9584,7.2225,14.959,16.198,8.3522,8.7845,10.244,11.773,11.44,11.44,8.7845,12.185,10.672,10.016,10.687,14.23,2.3571,2.4846,7.4539,14.668,15.812,16.677,18.088,9.1628,16.961,17.16,6.3346,6.4791,2.0032,1.6667,5.1222,2.0032,5.1222,8.6784,8.8893,7.3075,4.0447,2.9919,2.0032,5.9059,2.0032,1.7569,4.9693,5.72,7.5567,2.7779,19.445,27.365,31.673,29.446,29.108,28.681,25.916,36.723,29.108,24.471,25.581,27.489,7.8571,24.147,23.578,17.115,17.437,24.471,24.408,28.443,27.274,28.815,27.895,28.165,23.202,26.534,23.361,23.268,20.624,17.151,14.284,17.007,20.496,20.884,18.676,17.115,9.8918,17.437,7.9547,7.7979,10.541,8.6784,10.958,9.5908,8.0894,10.614,7.0276,9.4285,12.273,17.683,18.676,20.743,22.907,25.94,27.489,26.812,23.734,23.321,22.786,23.321,12.958,14.668,13.563,14.456,14.949,17.043,15.477,14.668,12.019,10.687,12.423,11.454,13.755,17.934,15.093,10.614,22.86,27.449,27.314,29.002,29.156,31.083,33.004,31.291,25.611,26.154,22.84,22.396,21.696,17.446,25.393,19.893,18.401,18.898,17.726,17.115,20.223,14.022,21.178,21.611,15.714,14.424,10.73,12.827,16.15,8.8893
